Date,Close/Last,Volume,Open,High,Low
01/18/2022,$510.8,4844418,$520.08,$521.75,$508.68
01/14/2022,$525.69,7861109,$517.6,$538.37,$511.88
01/13/2022,$519.2,4475063,$537.06,$540.79,$518.26
01/12/2022,$537.22,3787372,$544.27,$544.27,$532.02
01/11/2022,$540.84,3077836,$536.99,$543.91,$530.07
01/10/2022,$539.85,4486145,$538.49,$543.69,$526.32
01/07/2022,$541.06,3382873,$549.46,$553.43,$538.2175
01/06/2022,$553.29,5711795,$554.34,$563.36,$542.01
01/05/2022,$567.52,4148749,$592,$592.84,$566.88
01/04/2022,$591.15,4393135,$599.91,$600.4099,$581.6
01/03/2022,$597.37,3068808,$605.61,$609.99,$590.56
12/31/2021,$602.44,1995918,$610.01,$614.075,$602.05
12/30/2021,$612.09,1625093,$612.99,$620.61,$611.2401
12/29/2021,$610.54,1287513,$610.71,$613.98,$604.68
12/28/2021,$610.71,1884116,$614.95,$618.41,$609.69
12/27/2021,$613.12,2062233,$615,$615,$609.25
12/23/2021,$614.09,1621146,$616.4,$616.88,$607.57
12/22/2021,$614.24,2335745,$603.36,$614.82,$602.63
12/21/2021,$604.92,2319390,$597.5434,$607.82,$593.8611
12/20/2021,$593.74,3358404,$586.43,$602.8847,$584.26
12/17/2021,$586.73,4433706,$591.61,$593.25,$581.74
12/16/2021,$591.06,3143217,$597.09,$602.8308,$588
12/15/2021,$605.04,2866196,$598.18,$605.69,$584.51
12/14/2021,$597.99,2984536,$598.71,$602.29,$588.13
12/13/2021,$604.56,2517915,$612,$612.64,$599.52
12/10/2021,$611.66,2748774,$616.78,$617.74,$605.88
12/09/2021,$611,2376321,$627.58,$630.24,$610.44
12/08/2021,$628.08,2220308,$630,$632.455,$623.2
12/07/2021,$625.58,3125190,$619.83,$628.89,$611.4
12/06/2021,$612.69,3075672,$606.01,$617.29,$601
12/03/2021,$602.13,4829282,$622.75,$625.5,$594
12/02/2021,$616.47,3331131,$617.1,$625.36,$612.88
12/01/2021,$617.77,3897019,$649.48,$654.52,$617.07
11/30/2021,$641.9,5608919,$668.198,$675.38,$640.01
11/29/2021,$663.84,2529364,$663.2,$667.99,$658.29
11/26/2021,$665.64,2872513,$675,$676.405,$660.67
11/24/2021,$658.29,1867282,$658.01,$661.44,$651.1
11/23/2021,$654.06,2320917,$658.18,$666.43,$646.05
11/22/2021,$659.2,2765318,$676.02,$679.48,$656.47
11/19/2021,$678.8,2614852,$692.35,$694.16,$675
11/18/2021,$682.02,2014992,$691.61,$691.74,$679.735
11/17/2021,$691.69,2732831,$690,$700.9894,$686.09
11/16/2021,$687.4,2077387,$678.27,$688.3599,$676.9
11/15/2021,$679.33,2872186,$681.235,$685.2599,$671.49
11/12/2021,$682.61,4198410,$660.01,$683.34,$653.82
11/11/2021,$657.58,2868311,$650.24,$665.82,$649.705
11/10/2021,$646.91,2405785,$653.01,$660.3306,$642.11
11/09/2021,$655.99,2415630,$653.7,$660.5,$650.52
11/08/2021,$651.45,2887523,$650.29,$656,$643.79
11/05/2021,$645.72,5283488,$663.97,$665.64,$645.01
11/04/2021,$668.4,4865023,$685.89,$685.94,$665.5
11/03/2021,$688.29,2334852,$677.27,$689.39,$677.27
11/02/2021,$677.72,3888597,$683.11,$687.68,$673.82
11/01/2021,$681.17,3110911,$689.06,$689.97,$676.54
10/29/2021,$690.31,3825279,$673.06,$690.9699,$671.24
10/28/2021,$674.05,2859409,$670.949,$676.8,$668.03
10/27/2021,$662.92,2276914,$669,$671.41,$661.85
10/26/2021,$668.52,2904840,$673.76,$676.4899,$662.77
10/25/2021,$671.66,3833526,$663.74,$675.88,$657.07
10/22/2021,$664.78,6186016,$651.81,$665.46,$651.81
10/21/2021,$653.16,8437070,$628.89,$654.01,$628.65
10/20/2021,$625.14,10622000,$625.573,$637.4,$617.15
10/19/2021,$639,7633147,$636.969,$641,$632.3
10/18/2021,$637.97,4669071,$632.1,$638.41,$620.5901
10/15/2021,$628.29,4116874,$638,$639.42,$625.16
10/14/2021,$633.8,2672535,$632.23,$636.88,$626.79
10/13/2021,$629.76,2424638,$632.1791,$632.1791,$622.1
10/12/2021,$624.94,3227349,$633.02,$637.655,$621.99
10/11/2021,$627.04,2862470,$633.195,$639.42,$626.78
10/08/2021,$632.66,3272093,$634.165,$643.8,$630.86
10/07/2021,$631.85,3556886,$642.225,$646.84,$630.45
10/06/2021,$639.1,4580434,$628.18,$639.8699,$626.36
10/05/2021,$634.81,9534293,$606.94,$640.39,$606.89
10/04/2021,$603.35,4995932,$613.39,$626.125,$594.68
10/01/2021,$613.15,4090847,$604.24,$614.99,$597.505
09/30/2021,$610.34,6616040,$608.05,$619,$608.05
09/29/2021,$599.06,6221026,$589.01,$609.8799,$588.01
09/28/2021,$583.85,4431051,$589,$599.5353,$580.16
09/27/2021,$592.64,2504738,$587.95,$593.58,$576.93
09/24/2021,$592.39,2126246,$592.5,$592.98,$583.64
09/23/2021,$593.26,2526161,$590.79,$599.32,$589.1301
09/22/2021,$590.65,4021845,$579.69,$595.65,$579.69
09/21/2021,$573.14,2250884,$578.31,$581.88,$569.37
09/20/2021,$575.43,3732227,$586.79,$591.53,$568.08
09/17/2021,$589.35,4145145,$587.85,$590.28,$580.8501
09/16/2021,$586.5,1832028,$584.3,$587.48,$577.72
09/15/2021,$582.87,2755615,$578.17,$584.62,$575.37
09/14/2021,$577.76,3456958,$584.89,$587.28,$575.56
09/13/2021,$589.29,3062871,$598.57,$598.57,$582.775
09/10/2021,$598.72,3950764,$598.16,$609.45,$593.67
09/09/2021,$597.54,2954214,$606.47,$609.44,$596.55
09/08/2021,$606.05,5424503,$603.84,$615.6,$595.71
09/07/2021,$606.71,5830979,$594.69,$613.85,$593.99
09/03/2021,$590.53,2684005,$585.8,$591.8783,$583.14
09/02/2021,$588.55,6184782,$583.68,$598.7567,$583.68
09/01/2021,$582.07,5626214,$569,$591,$569
08/31/2021,$569.19,2431886,$566.12,$569.48,$561.611
08/30/2021,$566.18,2434839,$557.25,$567.1648,$556.45
08/27/2021,$558.92,3252595,$551.6,$564.17,$549.25
08/26/2021,$550.12,1595499,$546.16,$552.604,$545.9
08/25/2021,$547.58,2065621,$550.16,$552.84,$545.45
08/24/2021,$553.41,2109525,$551.484,$555.3141,$549.27
08/23/2021,$553.33,2602010,$545.98,$555.55,$543.74
08/20/2021,$546.88,3776429,$545.09,$551.3883,$539.1
08/19/2021,$543.71,7497292,$522.74,$548.39,$521.87
08/18/2021,$521.87,2582046,$520,$526.38,$518.65
08/17/2021,$518.91,2309803,$515.465,$520.79,$514.2
08/16/2021,$517.92,2033176,$515.24,$523.38,$512.3
08/13/2021,$515.92,2177736,$512.64,$521.44,$511.51
08/12/2021,$510.72,1686170,$511.86,$513,$507.2014
08/11/2021,$512.4,1673904,$517,$519.57,$509.77
08/10/2021,$515.84,1960544,$520,$520.79,$512.965
08/09/2021,$519.97,1367782,$521.1469,$522.6699,$517.99
08/06/2021,$520.55,1919798,$524,$526.84,$519.39
08/05/2021,$524.89,2556687,$517.13,$525.41,$514.02
08/04/2021,$517.35,2039374,$513,$517.98,$510.37
08/03/2021,$510.82,2579427,$514.39,$515.63,$505.37
08/02/2021,$515.15,2096632,$519,$519.85,$510.51
07/30/2021,$517.57,2537107,$512.69,$519.79,$510.9642
07/29/2021,$514.25,1736014,$519.96,$520.7799,$513.7927
07/28/2021,$519.3,2390466,$521.82,$524.47,$516.98
07/27/2021,$518.91,2759037,$518.08,$521.95,$512.05
07/26/2021,$516.49,2254538,$514.38,$521.13,$509.0101
07/23/2021,$515.41,3820478,$512.16,$517.41,$504.66
07/22/2021,$511.77,4328061,$510.206,$513.68,$507
07/21/2021,$513.63,11906790,$526.13,$530.99,$505.61
07/20/2021,$531.05,6930440,$526.07,$536.64,$520.3
07/19/2021,$532.28,3885764,$526.05,$534.913,$522.2401
07/16/2021,$530.31,3442101,$541.81,$544.06,$527.05
07/15/2021,$542.95,5713873,$553.97,$557.5399,$538.2
07/14/2021,$547.95,4659535,$541.01,$554.1,$541.01
07/13/2021,$540.68,2751593,$535.76,$545.33,$535.76
07/12/2021,$537.31,1780738,$540.3,$540.6497,$532.92
07/09/2021,$535.98,2777231,$531,$538.26,$528.58
07/08/2021,$530.76,3268988,$530.93,$535.5,$529.09
07/07/2021,$535.96,2722498,$544.24,$544.64,$531.66
07/06/2021,$541.64,2775051,$533,$542.86,$533
07/02/2021,$533.98,1980316,$535.5,$538.5351,$529.39
07/01/2021,$533.54,2805402,$525.72,$537.04,$525.72
06/30/2021,$528.21,2773445,$534.055,$534.38,$526.82
06/29/2021,$533.5,2314647,$533.55,$536.13,$528.57
06/28/2021,$533.03,2820227,$528.12,$533.9399,$524.56
06/25/2021,$527.07,5299072,$528.84,$533.06,$525
06/24/2021,$518.06,3361202,$517.96,$520.96,$514.4001
06/23/2021,$512.74,3944782,$508.48,$516.63,$508.2
06/22/2021,$508.82,5809271,$498.54,$513.55,$495.795
06/21/2021,$497,5277297,$501.64,$502.05,$492.28
06/18/2021,$500.77,5197576,$496.4,$504.49,$495.24
06/17/2021,$498.34,3198273,$490.25,$501.8,$490.15
06/16/2021,$492.41,3533206,$495,$496.46,$486.28
06/15/2021,$491.9,3104073,$501.23,$501.23,$490.4
06/14/2021,$499.89,4400222,$489.68,$503.5,$486.91
06/11/2021,$488.77,3123969,$490,$491.41,$487.78
06/10/2021,$487.27,4382928,$487.165,$490.21,$482.14
06/09/2021,$485.81,3055029,$494.5,$496.09,$484.65
06/08/2021,$492.39,2374037,$497,$498.82,$489.37
06/07/2021,$494.66,2791932,$492.917,$496.7,$490.55
06/04/2021,$494.74,3160487,$492,$501.86,$490.95
06/03/2021,$489.43,3887445,$495.19,$496.66,$487.25
06/02/2021,$499.24,2268979,$499.82,$503.22,$495.82
06/01/2021,$499.08,2482555,$504.01,$505.41,$497.7443
05/28/2021,$502.81,2911297,$504.4,$511.76,$502.53
05/27/2021,$503.86,3253773,$501.8,$505.1,$498.54
05/26/2021,$502.36,2465303,$502.34,$504.14,$500.5
05/25/2021,$501.34,2699459,$506,$506.365,$499.22
05/24/2021,$502.9,2412595,$501.05,$504.25,$499.51
05/21/2021,$497.89,3322925,$503.12,$505.4,$497.26
05/20/2021,$501.67,3721218,$489.55,$502.7,$488.975
05/19/2021,$487.7,3349930,$481.625,$488.57,$478.54
05/18/2021,$486.28,2350496,$488.395,$493.4778,$486.1895
05/17/2021,$488.94,2701057,$485.59,$492.71,$482.81
05/14/2021,$493.37,2882464,$487.86,$494.85,$486.59
05/13/2021,$486.66,2716561,$489.13,$490.775,$482.71
05/12/2021,$484.98,4121540,$486.83,$493.54,$482.7
05/11/2021,$495.08,4401000,$479.75,$497.99,$478.63
05/10/2021,$486.69,5131632,$502,$503.15,$486.11
05/07/2021,$503.84,3132786,$504.62,$508.55,$501.12
05/06/2021,$499.55,3783698,$495.99,$499.55,$491.37
05/05/2021,$496.08,3129366,$504.99,$507.7843,$494.63
05/04/2021,$503.18,4349502,$510.78,$511.63,$496.79
05/03/2021,$509.11,4091895,$512.65,$518.95,$505.2
04/30/2021,$513.47,4413242,$505,$514.55,$505
04/29/2021,$509,5127792,$507.6,$509.29,$499
04/28/2021,$506.52,3192983,$505.2,$508.395,$503.34
04/27/2021,$505.55,3761327,$512.62,$512.99,$504.5808
04/26/2021,$510.3,4388839,$506.76,$510.48,$503
04/23/2021,$505.55,7314659,$509.01,$509.7,$500.7
04/22/2021,$508.78,9061062,$513.82,$513.96,$500.55
04/21/2021,$508.9,22897450,$508,$515.46,$503.6001
04/20/2021,$549.57,11257650,$554.42,$563.56,$546.3
04/19/2021,$554.44,4288715,$546.9,$556.44,$545.53
04/16/2021,$546.54,3209075,$550.54,$551.98,$539.51
04/15/2021,$549.22,3139050,$544.17,$553.49,$542.66
04/14/2021,$540.02,3740294,$554.87,$554.87,$538.53
04/13/2021,$553.73,2720344,$557,$559.75,$550.3
04/12/2021,$552.78,2944060,$551.05,$557.98,$549.58
04/09/2021,$555.31,2894034,$552.69,$556.9,$547.11
04/08/2021,$554.58,4309829,$551.13,$556.899,$547.57
04/07/2021,$546.99,2151319,$543.5,$549.64,$541.45
04/06/2021,$544.53,3474205,$544.81,$554.165,$543.3
04/05/2021,$540.67,3355904,$540.01,$542.85,$529.23
04/01/2021,$539.42,3938637,$529.93,$540.5,$527.03
03/31/2021,$521.66,3503111,$515.675,$528.13,$515.44
03/30/2021,$513.39,2418129,$510.505,$514.41,$506.91
03/29/2021,$513.95,3330049,$505.66,$518,$504.4
03/26/2021,$508.05,3467797,$502.82,$508.72,$496.68
03/25/2021,$502.86,4926764,$516.99,$518.53,$497
03/24/2021,$520.81,4102211,$533.78,$534.42,$520
03/23/2021,$535.09,5583461,$529.87,$543.12,$529.4
03/22/2021,$523.11,3360587,$509.13,$529.31,$509.13
03/19/2021,$512.18,4386360,$504.96,$513.19,$501.63
03/18/2021,$504.79,4096606,$516.396,$517.9,$503.85
03/17/2021,$524.44,2817376,$522,$528.3654,$514.3
03/16/2021,$524.03,3238888,$524.47,$533.42,$523.21
03/15/2021,$520.25,3485519,$516.32,$520.729,$508.03
03/12/2021,$518.02,3981743,$512.5,$526.51,$506.59
03/11/2021,$523.06,4714469,$512.205,$530.235,$510.71
03/10/2021,$504.54,3771484,$513.5,$518.97,$504.25
03/09/2021,$506.44,3470042,$507.31,$513.11,$503.8221
03/08/2021,$493.33,3981758,$514.46,$518.84,$492.85
03/05/2021,$516.39,5069973,$511.98,$517.76,$498.7901
03/04/2021,$511.29,5034792,$521.5,$531.5,$507.68
03/03/2021,$520.7,5362443,$545.93,$548.005,$517.81
03/02/2021,$547.82,3042226,$553.34,$556.99,$546.02
03/01/2021,$550.64,3042180,$545.573,$552.14,$542
02/26/2021,$538.85,3755574,$546.51,$553.09,$538
02/25/2021,$546.7,4252879,$550.27,$556.48,$535.75
02/24/2021,$553.41,3245038,$539.8,$556.8499,$539.065
02/23/2021,$546.15,4136532,$525.004,$548.54,$518.28
02/22/2021,$533.78,3078594,$534.99,$541.79,$530.79
02/19/2021,$540.22,2841457,$548,$548.99,$538.8132
02/18/2021,$548.22,2457604,$549,$550,$538.2265
02/17/2021,$551.34,2071590,$550.99,$555.25,$543.03
02/16/2021,$557.28,2624097,$557.286,$563.63,$552.73
02/12/2021,$556.52,2197128,$556.94,$561.2499,$550.85
02/11/2021,$557.59,2730587,$564.442,$565.93,$554.22
02/10/2021,$563.59,3991264,$562.5,$566.65,$553.463
02/09/2021,$559.07,3703499,$546,$566,$543
02/08/2021,$547.92,2791721,$555,$555,$543.7
02/05/2021,$550.79,2376175,$552.26,$554.44,$545.4778
02/04/2021,$552.16,5164537,$539.81,$559.48,$537.51
02/03/2021,$539.45,3172288,$550.17,$550.48,$538.243
02/02/2021,$548.16,3767569,$542.01,$555.48,$538.935
02/01/2021,$539.04,3547507,$536.79,$545.06,$531.73
01/29/2021,$532.39,4325264,$538,$541,$530.18
01/28/2021,$538.6,5968978,$535.88,$553.1482,$530.74
01/27/2021,$523.28,8670277,$550.71,$556.4187,$515.73
01/26/2021,$561.93,5023847,$554.73,$567.99,$554.06
01/25/2021,$556.78,7207329,$567,$569.75,$548.65
01/22/2021,$565.17,7550822,$582.1,$583.99,$564.35
01/21/2021,$579.84,11840630,$582.45,$588.75,$570.4
01/20/2021,$586.34,32637450,$565.42,$593.2877,$556.86
01/19/2021,$501.77,12315810,$501,$509.25,$493.5427
01/15/2021,$497.98,5895788,$500,$506.32,$495.1
01/14/2021,$500.86,4177357,$507.35,$514.5,$499.58
01/13/2021,$507.79,5032099,$495.5012,$512.3542,$493.01
01/12/2021,$494.25,5990425,$500,$501.09,$485.6701
01/11/2021,$499.1,3812720,$507.84,$510.725,$497.95
01/08/2021,$510.4,2973949,$511.31,$513.24,$504.51
01/07/2021,$508.89,3686448,$508.28,$516.44,$506.42
01/06/2021,$500.49,5346210,$511.97,$513.0998,$499.5
01/05/2021,$520.8,3133872,$521.55,$526.78,$515.89
01/04/2021,$522.86,4444407,$539,$540.8,$515.085
12/31/2020,$540.73,5392322,$525.53,$545.5,$523.1502
12/30/2020,$524.59,1876286,$530.13,$533.2575,$523.69
12/29/2020,$530.87,4022358,$519.9,$536.5478,$515.4801
12/28/2020,$519.12,2891867,$516.43,$523.66,$507.13
12/24/2020,$513.97,1143952,$515.12,$519.345,$512.2104
12/23/2020,$514.48,2393187,$524.76,$526.32,$514.2
12/22/2020,$527.33,1908529,$527.69,$530.4,$520.5
12/21/2020,$528.91,3893964,$530.05,$532.62,$521.15
12/18/2020,$534.45,4502692,$533.2,$536.37,$526.02
12/17/2020,$532.9,3193377,$529,$535.49,$526.44
12/16/2020,$524.83,3682392,$520.11,$527.38,$517.69
12/15/2020,$519.78,3398209,$518.5,$524.7,$513.56
12/14/2020,$522.42,5770424,$505.44,$524.1603,$501.18
12/11/2020,$503.22,3210928,$495,$503.34,$494.85
12/10/2020,$501.09,3018203,$494.56,$503.77,$492.91
12/09/2020,$493.6,4178768,$510.53,$514.5,$491.29
12/08/2020,$512.66,4228950,$517.9,$521.4909,$505.55
12/07/2020,$515.78,4289293,$500.01,$517.76,$497.77
12/04/2020,$498.31,3666243,$497.5,$504.5,$493.64
12/03/2020,$497.52,2826116,$502.99,$508.77,$496.04
12/02/2020,$503.38,3028358,$501.62,$506.795,$493.5
12/01/2020,$504.58,5063234,$492.3404,$509.47,$491.9812
11/30/2020,$490.7,3530940,$490.08,$492.55,$481.2678
11/27/2020,$491.36,2805762,$486.58,$493.25,$481.845
11/25/2020,$485,3598629,$485.13,$486.9,$478.919
11/24/2020,$482.88,3557894,$478.84,$484.05,$475.89
11/23/2020,$476.62,5416571,$490.46,$491.15,$475.84
11/20/2020,$488.24,4255924,$485.22,$494.76,$481.57
11/19/2020,$484.67,2254653,$482,$487.8,$480.47
11/18/2020,$481.79,3629237,$481.95,$488.61,$477.7212
11/17/2020,$480.63,3698082,$480.12,$487.51,$478.8525
11/16/2020,$479.1,3953563,$480,$485.58,$477.3
11/13/2020,$482.84,3006510,$486.77,$488.94,$477.8
11/12/2020,$486.77,5071155,$491,$496.52,$480.4255
11/11/2020,$490.76,5460532,$483,$491.68,$478.26
11/10/2020,$480.24,8306142,$470.95,$484.6,$463.41
11/09/2020,$470.5,10419680,$485.54,$495.85,$467.26
11/06/2020,$514.73,4236349,$515,$515.21,$502.51
11/05/2020,$513.76,5372781,$506.56,$518.7337,$503.45
11/04/2020,$496.95,5137330,$495.36,$507.73,$493.98
11/03/2020,$487.22,3690213,$484.93,$495.305,$478.76
11/02/2020,$484.12,4408193,$478.87,$486.3,$475
10/30/2020,$475.74,7813897,$502.01,$505.88,$472.21
10/29/2020,$504.21,11120690,$488.5,$513.8999,$479.34
10/28/2020,$486.24,5992731,$486.36,$494,$483.28
10/27/2020,$488.93,3627175,$490.01,$490.49,$482.93
10/26/2020,$488.24,6186087,$487.025,$496.82,$478.9
10/23/2020,$488.28,4927862,$488.11,$490.06,$481.35
10/22/2020,$485.23,6997922,$494.69,$495.14,$482
10/21/2020,$489.05,17405710,$501.03,$506.85,$488.25
10/20/2020,$525.42,10047180,$528.14,$533.78,$522.26
10/19/2020,$530.72,7567506,$537.07,$541.8,$525.38
10/16/2020,$530.79,6347363,$549.5,$554.33,$530.03
10/15/2020,$541.94,5113126,$545.52,$551.22,$535.1
10/14/2020,$541.45,9510081,$562.61,$572.49,$541
10/13/2020,$554.09,5602498,$540.56,$557.65,$537.2
10/12/2020,$539.81,5391074,$548.81,$551.81,$538.24
10/09/2020,$539.44,4781259,$537.834,$544.28,$535
10/08/2020,$531.79,5386488,$533.48,$535,$524.15
10/07/2020,$534.66,7988683,$518,$536.49,$515.815
10/06/2020,$505.87,4199034,$518.72,$521.82,$504.16
10/05/2020,$520.65,4088069,$506.8,$520.99,$501.6997
10/02/2020,$503.06,6071165,$516.43,$526.3714,$502.7
10/01/2020,$527.51,8153710,$506.03,$529.55,$503.6
09/30/2020,$500.03,4634111,$492.57,$504.63,$489.2704
09/29/2020,$493.48,3543193,$489.5,$496.2868,$486.53
09/28/2020,$490.65,4773497,$489.109,$492,$477.88
09/25/2020,$482.88,3769436,$474.39,$484.87,$468.0258
09/24/2020,$473.08,3727201,$470.53,$477,$467.82
09/23/2020,$470.61,3726423,$491.04,$491.04,$469
09/22/2020,$491.17,3482324,$489.01,$491.82,$479.26
09/21/2020,$487.35,5457539,$467.692,$487.775,$466.32
09/18/2020,$469.96,6717711,$472.51,$479.4,$458.6
09/17/2020,$470.2,5379301,$475.16,$478.4,$463.27
09/16/2020,$483.86,4401412,$499.99,$504.66,$483.31
09/15/2020,$495.99,5336992,$484,$497.47,$481.63
09/14/2020,$476.26,7359126,$480.62,$488.99,$471.3001
09/11/2020,$482.03,5035200,$486.485,$493.73,$476.81
09/10/2020,$480.67,6240181,$503.35,$506.29,$478.84
09/09/2020,$500.19,6848127,$519.21,$520,$492.5743
09/08/2020,$507.02,5572684,$498.4,$522,$495
09/04/2020,$516.05,8270118,$520.18,$527.36,$485.98
09/03/2020,$525.75,9071089,$545,$554,$521.32
09/02/2020,$552.84,5886930,$553.78,$556.5,$537.369
09/01/2020,$556.55,9581907,$532.6,$557.3895,$532.45
08/31/2020,$529.56,4941409,$521.16,$531.99,$517.58
08/28/2020,$523.89,4417517,$532,$539,$522
08/27/2020,$526.27,9062912,$537.775,$541,$521.2471
08/26/2020,$547.53,20373680,$492.5,$549.04,$492.075
08/25/2020,$490.58,5727721,$488.19,$492.47,$485.09
08/24/2020,$488.81,4762183,$495.438,$501,$483.16
08/21/2020,$492.31,3921293,$496.46,$498.13,$490
08/20/2020,$497.9,5132480,$484.69,$498.94,$483.89
08/19/2020,$484.53,3156218,$493.93,$494.4985,$483.5
08/18/2020,$491.87,3505518,$484.35,$495.3,$482.8
08/17/2020,$482.35,2423545,$484.19,$486.24,$479.1
08/14/2020,$482.68,2943487,$482.82,$488.325,$480.21
08/13/2020,$481.33,3008933,$478.4,$484.45,$476.45
08/12/2020,$475.47,5441243,$471.34,$482.49,$470.18
08/11/2020,$466.93,7329226,$479.75,$480.92,$466.55
08/10/2020,$483.38,4691185,$493.35,$497.4584,$478.6269
08/07/2020,$494.73,5910348,$505.45,$508.29,$486.68
08/06/2020,$509.08,3725861,$504.11,$510.82,$498.7
08/05/2020,$502.11,4313526,$508.68,$510.1021,$501.2
08/04/2020,$509.64,5607968,$498.65,$510.4436,$498.65
08/03/2020,$498.62,5876190,$490.86,$503.09,$490.23
07/31/2020,$488.88,5924310,$488.29,$494.8,$484.5
07/30/2020,$485.8,6608569,$480.7072,$488.35,$477.5101
07/29/2020,$484.48,6611769,$492.25,$494.92,$484.13
07/28/2020,$488.51,5986727,$496.02,$497.7927,$487.7601
07/27/2020,$495.65,7863069,$484.51,$496.92,$482.31
07/24/2020,$480.45,7746247,$468.77,$487.17,$467.54
07/23/2020,$477.58,7722034,$491.13,$491.9,$472.0201
07/22/2020,$489.82,6954078,$492.19,$497.2,$487.2
07/21/2020,$490.1,9127218,$506,$506.22,$488.61
07/20/2020,$502.41,11940310,$489.14,$504.5,$484.2001
07/17/2020,$492.99,24991350,$494.87,$503.59,$484.14
07/16/2020,$527.39,24498990,$526.48,$535.54,$504.3627
07/15/2020,$523.26,10066650,$516.3,$529,$510.18
07/14/2020,$524.88,15083300,$517.08,$525.5,$490.49
07/13/2020,$525.5,18399020,$567.98,$575.37,$520.96
07/10/2020,$548.73,21605590,$519.73,$555.8799,$511.28
07/09/2020,$507.76,5840541,$508.4,$510,$495.78
07/08/2020,$502.78,5691682,$498.576,$505.1,$493.81
07/07/2020,$493.16,5669870,$497.311,$504.82,$490.83
07/06/2020,$493.81,7838990,$480.77,$499.5,$479.8
07/02/2020,$476.89,6351485,$485.64,$492.28,$475.5258
07/01/2020,$485.64,9705870,$454,$488.23,$454
06/30/2020,$455.04,4198545,$450.02,$457.59,$447
06/29/2020,$447.24,4843978,$445.23,$447.67,$432.14
06/26/2020,$443.4,6804726,$466.39,$468.03,$442.24
06/25/2020,$465.91,4134513,$458.86,$467.01,$454
06/24/2020,$457.85,4826191,$468.54,$472.36,$454
06/23/2020,$466.26,5948436,$466.5,$474.01,$464.5
06/22/2020,$468.04,6272105,$455.01,$468.59,$454.21
06/19/2020,$453.72,5933651,$449.12,$453.97,$445.6
06/18/2020,$449.87,4277627,$448.73,$452.76,$442.8
06/17/2020,$447.77,6529568,$441.82,$450.46,$439.22
06/16/2020,$436.13,5514016,$425.76,$437.96,$425.18
